record id,cluster id,confidence score,cluster type
febrl3-rec-1740-dup-0,febrl3-cl-329,1.0,dup
febrl3-rec-1740-dup-1,febrl3-cl-329,1.0,dup
febrl3-rec-1740-dup-2,febrl3-cl-329,1.0,dup
febrl3-rec-1740-org,febrl3-cl-329,1.0,dup
febrl3-rec-180-dup-0,febrl3-cl-330,0.9912932940371431,dup
febrl3-rec-180-dup-1,febrl3-cl-330,0.9999869344769616,dup
febrl3-rec-180-org,febrl3-cl-330,0.9912933038403906,dup
febrl3-rec-1991-dup-0,febrl3-cl-331,0.9999999200319775,dup
febrl3-rec-1991-dup-1,febrl3-cl-331,1.0,dup
febrl3-rec-1991-dup-2,febrl3-cl-331,0.9999999200319775,dup
febrl3-rec-1991-dup-3,febrl3-cl-331,1.0,dup
febrl3-rec-1991-dup-4,febrl3-cl-331,1.0,dup
febrl3-rec-1991-org,febrl3-cl-331,1.0,dup
febrl3-rec-106-dup-0,febrl3-cl-332,1.0,dup
febrl3-rec-106-dup-1,febrl3-cl-332,1.0,dup
febrl3-rec-106-dup-2,febrl3-cl-332,1.0,dup
febrl3-rec-106-org,febrl3-cl-332,1.0,dup
febrl3-rec-1117-dup-0,febrl3-cl-333,0.9999818801879883,dup
febrl3-rec-1117-dup-1,febrl3-cl-333,0.9999818801879883,dup
febrl3-rec-1117-dup-2,febrl3-cl-333,1.0,dup
febrl3-rec-1117-dup-3,febrl3-cl-333,1.0,dup
febrl3-rec-1117-org,febrl3-cl-333,1.0,dup
febrl3-rec-118-dup-0,febrl3-cl-334,1.0,dup
febrl3-rec-118-dup-1,febrl3-cl-334,1.0,dup
febrl3-rec-118-org,febrl3-cl-334,1.0,dup
febrl3-rec-1332-dup-0,febrl3-cl-335,1.0,dup
febrl3-rec-1332-dup-1,febrl3-cl-335,1.0,dup
febrl3-rec-1332-org,febrl3-cl-335,1.0,dup
febrl3-rec-1377-dup-0,febrl3-cl-336,1.0,dup
febrl3-rec-1377-dup-1,febrl3-cl-336,1.0,dup
febrl3-rec-1377-org,febrl3-cl-336,1.0,dup
febrl3-rec-1498-dup-0,febrl3-cl-337,0.9913750489486177,dup
febrl3-rec-1498-dup-1,febrl3-cl-337,0.9989082765617727,dup
febrl3-rec-1498-dup-2,febrl3-cl-337,0.9999999733439925,dup
febrl3-rec-1498-dup-3,febrl3-cl-337,0.9322887023938878,dup
febrl3-rec-1498-dup-4,febrl3-cl-337,0.9256170121897183,dup
febrl3-rec-1498-org,febrl3-cl-337,0.9704631177783194,dup
febrl3-rec-1581-dup-0,febrl3-cl-338,1.0,dup
febrl3-rec-1581-dup-1,febrl3-cl-338,1.0,dup
febrl3-rec-1581-org,febrl3-cl-338,1.0,dup
febrl3-rec-1758-dup-0,febrl3-cl-339,1.0,dup
febrl3-rec-1758-dup-1,febrl3-cl-339,1.0,dup
febrl3-rec-1758-org,febrl3-cl-339,1.0,dup
febrl3-rec-249-dup-0,febrl3-cl-340,1.0,dup
febrl3-rec-249-dup-1,febrl3-cl-340,1.0,dup
febrl3-rec-249-dup-2,febrl3-cl-340,1.0,dup
febrl3-rec-249-dup-3,febrl3-cl-340,1.0,dup
febrl3-rec-249-org,febrl3-cl-340,1.0,dup
febrl3-rec-304-dup-0,febrl3-cl-341,0.9999615848064423,dup
febrl3-rec-304-dup-1,febrl3-cl-341,0.9984062597979534,dup
febrl3-rec-304-dup-2,febrl3-cl-341,0.999787747807648,dup
febrl3-rec-304-dup-3,febrl3-cl-341,0.9984209239550376,dup
febrl3-rec-304-org,febrl3-cl-341,1.0,dup
febrl3-rec-526-dup-0,febrl3-cl-342,0.999999759110696,dup
febrl3-rec-526-dup-1,febrl3-cl-342,0.999999759110696,dup
febrl3-rec-526-dup-2,febrl3-cl-342,1.0,dup
febrl3-rec-526-org,febrl3-cl-342,1.0,dup
febrl3-rec-672-dup-0,febrl3-cl-343,1.0,dup
febrl3-rec-672-org,febrl3-cl-343,1.0,dup
febrl3-rec-8-dup-0,febrl3-cl-344,1.0,dup
febrl3-rec-8-dup-1,febrl3-cl-344,1.0,dup
febrl3-rec-8-dup-2,febrl3-cl-344,1.0,dup
febrl3-rec-8-dup-3,febrl3-cl-344,1.0,dup
febrl3-rec-8-org,febrl3-cl-344,1.0,dup
febrl3-rec-1862-dup-0,febrl3-cl-345,1.0,dup
febrl3-rec-1862-org,febrl3-cl-345,1.0,dup
febrl3-rec-1968-dup-0,febrl3-cl-346,1.0,dup
febrl3-rec-1968-org,febrl3-cl-346,1.0,dup
febrl3-rec-1029-dup-0,febrl3-cl-347,1.0,dup
febrl3-rec-1029-dup-1,febrl3-cl-347,1.0,dup
febrl3-rec-1029-dup-2,febrl3-cl-347,1.0,dup
febrl3-rec-1029-dup-3,febrl3-cl-347,1.0,dup
febrl3-rec-1029-dup-4,febrl3-cl-347,1.0,dup
febrl3-rec-1029-org,febrl3-cl-347,1.0,dup
febrl3-rec-478-dup-0,febrl3-cl-348,1.0,dup
febrl3-rec-478-org,febrl3-cl-348,1.0,dup
febrl3-rec-1014-dup-0,febrl3-cl-349,1.0,dup
febrl3-rec-1014-dup-1,febrl3-cl-349,1.0,dup
febrl3-rec-1014-dup-2,febrl3-cl-349,1.0,dup
febrl3-rec-1014-org,febrl3-cl-349,1.0,dup
febrl3-rec-618-dup-0,febrl3-cl-350,1.0,dup
febrl3-rec-618-dup-1,febrl3-cl-350,1.0,dup
febrl3-rec-618-dup-2,febrl3-cl-350,1.0,dup
febrl3-rec-618-dup-3,febrl3-cl-350,1.0,dup
febrl3-rec-618-org,febrl3-cl-350,1.0,dup
febrl3-rec-818-dup-0,febrl3-cl-351,1.0,dup
febrl3-rec-818-org,febrl3-cl-351,1.0,dup
febrl3-rec-435-dup-0,febrl3-cl-352,1.0,dup
febrl3-rec-435-org,febrl3-cl-352,1.0,dup
febrl3-rec-790-dup-0,febrl3-cl-353,1.0,dup
febrl3-rec-790-org,febrl3-cl-353,1.0,dup
febrl3-rec-1375-dup-0,febrl3-cl-354,1.0,dup
febrl3-rec-1375-dup-1,febrl3-cl-354,1.0,dup
febrl3-rec-1375-dup-2,febrl3-cl-354,1.0,dup
febrl3-rec-1375-org,febrl3-cl-354,1.0,dup
febrl3-rec-908-dup-0,febrl3-cl-355,1.0,dup
febrl3-rec-908-org,febrl3-cl-355,1.0,dup
febrl3-rec-1906-dup-0,febrl3-cl-356,1.0,dup
febrl3-rec-1906-org,febrl3-cl-356,1.0,dup
febrl3-rec-210-dup-0,febrl3-cl-357,0.9999998134079475,dup
febrl3-rec-210-dup-1,febrl3-cl-357,0.9999978269222237,dup
febrl3-rec-210-dup-2,febrl3-cl-357,0.999999840063955,dup
febrl3-rec-210-dup-3,febrl3-cl-357,0.9999978408633926,dup
febrl3-rec-210-dup-4,febrl3-cl-357,1.0,dup
febrl3-rec-210-org,febrl3-cl-357,1.0,dup
febrl3-rec-705-dup-0,febrl3-cl-358,1.0,dup
febrl3-rec-705-dup-1,febrl3-cl-358,1.0,dup
febrl3-rec-705-org,febrl3-cl-358,1.0,dup
febrl3-rec-834-dup-0,febrl3-cl-359,1.0,dup
febrl3-rec-834-dup-1,febrl3-cl-359,1.0,dup
febrl3-rec-834-org,febrl3-cl-359,1.0,dup
febrl3-rec-1444-dup-0,febrl3-cl-360,1.0,dup
febrl3-rec-1444-dup-1,febrl3-cl-360,1.0,dup
febrl3-rec-1444-dup-2,febrl3-cl-360,1.0,dup
febrl3-rec-1444-dup-3,febrl3-cl-360,1.0,dup
febrl3-rec-1444-org,febrl3-cl-360,1.0,dup
febrl3-rec-1690-dup-0,febrl3-cl-361,1.0,dup
febrl3-rec-1690-dup-1,febrl3-cl-361,1.0,dup
febrl3-rec-1690-dup-2,febrl3-cl-361,1.0,dup
febrl3-rec-1690-org,febrl3-cl-361,1.0,dup
febrl3-rec-380-dup-0,febrl3-cl-362,1.0,dup
febrl3-rec-380-dup-1,febrl3-cl-362,1.0,dup
febrl3-rec-380-dup-2,febrl3-cl-362,1.0,dup
febrl3-rec-380-dup-3,febrl3-cl-362,1.0,dup
febrl3-rec-380-dup-4,febrl3-cl-362,1.0,dup
febrl3-rec-380-org,febrl3-cl-362,1.0,dup
febrl3-rec-757-dup-0,febrl3-cl-363,1.0,dup
febrl3-rec-757-org,febrl3-cl-363,1.0,dup
febrl3-rec-1348-dup-0,febrl3-cl-364,1.0,dup
febrl3-rec-1348-dup-1,febrl3-cl-364,1.0,dup
febrl3-rec-1348-dup-2,febrl3-cl-364,1.0,dup
febrl3-rec-1348-org,febrl3-cl-364,1.0,dup
febrl3-rec-364-dup-0,febrl3-cl-365,1.0,dup
febrl3-rec-364-org,febrl3-cl-365,1.0,dup
febrl3-rec-421-dup-0,febrl3-cl-366,0.99999978675194,dup
febrl3-rec-421-dup-1,febrl3-cl-366,0.999999946687985,dup
febrl3-rec-421-dup-2,febrl3-cl-366,0.999999946687985,dup
febrl3-rec-421-dup-3,febrl3-cl-366,0.9999999200319775,dup
febrl3-rec-421-dup-4,febrl3-cl-366,0.9999997600959325,dup
febrl3-rec-421-org,febrl3-cl-366,1.0,dup
febrl3-rec-1156-dup-0,febrl3-cl-367,1.0,dup
febrl3-rec-1156-dup-1,febrl3-cl-367,1.0,dup
febrl3-rec-1156-dup-2,febrl3-cl-367,1.0,dup
febrl3-rec-1156-org,febrl3-cl-367,1.0,dup
febrl3-rec-316-dup-0,febrl3-cl-368,1.0,dup
febrl3-rec-316-dup-1,febrl3-cl-368,1.0,dup
febrl3-rec-316-dup-2,febrl3-cl-368,1.0,dup
febrl3-rec-316-dup-3,febrl3-cl-368,0.9999983473275351,dup
febrl3-rec-316-dup-4,febrl3-cl-368,0.9999983473275351,dup
febrl3-rec-316-org,febrl3-cl-368,1.0,dup
febrl3-rec-109-dup-0,febrl3-cl-369,1.0,dup
febrl3-rec-109-dup-1,febrl3-cl-369,1.0,dup
febrl3-rec-109-dup-2,febrl3-cl-369,1.0,dup
febrl3-rec-109-org,febrl3-cl-369,1.0,dup
febrl3-rec-1389-dup-0,febrl3-cl-370,1.0,dup
febrl3-rec-1389-dup-1,febrl3-cl-370,1.0,dup
febrl3-rec-1389-org,febrl3-cl-370,1.0,dup
febrl3-rec-771-dup-0,febrl3-cl-371,1.0,dup
febrl3-rec-771-dup-1,febrl3-cl-371,1.0,dup
febrl3-rec-771-dup-2,febrl3-cl-371,1.0,dup
febrl3-rec-771-dup-3,febrl3-cl-371,1.0,dup
febrl3-rec-771-org,febrl3-cl-371,1.0,dup
febrl3-rec-358-dup-0,febrl3-cl-372,1.0,dup
febrl3-rec-358-dup-1,febrl3-cl-372,1.0,dup
febrl3-rec-358-org,febrl3-cl-372,1.0,dup
febrl3-rec-594-dup-0,febrl3-cl-373,0.9999953216998153,dup
febrl3-rec-594-dup-1,febrl3-cl-373,0.9999953216998153,dup
febrl3-rec-594-org,febrl3-cl-373,1.0,dup
febrl3-rec-937-dup-0,febrl3-cl-374,1.0,dup
febrl3-rec-937-dup-1,febrl3-cl-374,1.0,dup
febrl3-rec-937-dup-2,febrl3-cl-374,1.0,dup
febrl3-rec-937-org,febrl3-cl-374,1.0,dup
febrl3-rec-981-dup-0,febrl3-cl-375,1.0,dup
febrl3-rec-981-dup-1,febrl3-cl-375,1.0,dup
febrl3-rec-981-dup-2,febrl3-cl-375,1.0,dup
febrl3-rec-981-dup-3,febrl3-cl-375,1.0,dup
febrl3-rec-981-dup-4,febrl3-cl-375,1.0,dup
febrl3-rec-981-org,febrl3-cl-375,1.0,dup
febrl3-rec-1756-dup-0,febrl3-cl-376,1.0,dup
febrl3-rec-1756-dup-1,febrl3-cl-376,0.99999978675194,dup
febrl3-rec-1756-dup-2,febrl3-cl-376,1.0,dup
febrl3-rec-1756-dup-3,febrl3-cl-376,0.99999978675194,dup
febrl3-rec-1756-dup-4,febrl3-cl-376,1.0,dup
febrl3-rec-1756-org,febrl3-cl-376,1.0,dup
febrl3-rec-552-dup-0,febrl3-cl-377,1.0,dup
febrl3-rec-552-dup-1,febrl3-cl-377,1.0,dup
febrl3-rec-552-dup-2,febrl3-cl-377,1.0,dup
febrl3-rec-552-dup-3,febrl3-cl-377,1.0,dup
febrl3-rec-552-org,febrl3-cl-377,1.0,dup
febrl3-rec-1607-dup-0,febrl3-cl-378,1.0,dup
febrl3-rec-1607-dup-1,febrl3-cl-378,1.0,dup
febrl3-rec-1607-org,febrl3-cl-378,1.0,dup
febrl3-rec-638-dup-0,febrl3-cl-379,1.0,dup
febrl3-rec-638-dup-1,febrl3-cl-379,1.0,dup
febrl3-rec-638-dup-2,febrl3-cl-379,1.0,dup
febrl3-rec-638-org,febrl3-cl-379,1.0,dup
febrl3-rec-1201-dup-0,febrl3-cl-380,1.0,dup
febrl3-rec-1201-org,febrl3-cl-380,1.0,dup
febrl3-rec-1322-dup-0,febrl3-cl-381,1.0,dup
febrl3-rec-1322-dup-1,febrl3-cl-381,1.0,dup
febrl3-rec-1322-dup-2,febrl3-cl-381,1.0,dup
febrl3-rec-1322-dup-3,febrl3-cl-381,1.0,dup
febrl3-rec-1322-org,febrl3-cl-381,1.0,dup
febrl3-rec-1902-dup-0,febrl3-cl-382,1.0,dup
febrl3-rec-1902-dup-1,febrl3-cl-382,1.0,dup
febrl3-rec-1902-org,febrl3-cl-382,1.0,dup
febrl3-rec-892-dup-0,febrl3-cl-383,1.0,dup
febrl3-rec-892-org,febrl3-cl-383,1.0,dup
febrl3-rec-1340-dup-0,febrl3-cl-384,1.0,dup
febrl3-rec-1340-dup-1,febrl3-cl-384,1.0,dup
febrl3-rec-1340-org,febrl3-cl-384,1.0,dup
febrl3-rec-153-dup-0,febrl3-cl-385,0.9999999403953552,dup
febrl3-rec-153-dup-1,febrl3-cl-385,1.0,dup
febrl3-rec-153-dup-2,febrl3-cl-385,1.0,dup
febrl3-rec-153-dup-3,febrl3-cl-385,0.9999999403953552,dup
febrl3-rec-153-org,febrl3-cl-385,1.0,dup
febrl3-rec-1590-dup-0,febrl3-cl-386,1.0,dup
febrl3-rec-1590-org,febrl3-cl-386,1.0,dup
febrl3-rec-1695-dup-0,febrl3-cl-387,1.0,dup
febrl3-rec-1695-dup-1,febrl3-cl-387,1.0,dup
febrl3-rec-1695-dup-2,febrl3-cl-387,1.0,dup
febrl3-rec-1695-dup-3,febrl3-cl-387,1.0,dup
febrl3-rec-1695-org,febrl3-cl-387,1.0,dup
febrl3-rec-1778-dup-0,febrl3-cl-388,1.0,dup
febrl3-rec-1778-dup-1,febrl3-cl-388,1.0,dup
febrl3-rec-1778-org,febrl3-cl-388,1.0,dup
febrl3-rec-68-dup-0,febrl3-cl-389,0.9967134440341658,dup
febrl3-rec-68-dup-1,febrl3-cl-389,1.0,dup
febrl3-rec-68-dup-2,febrl3-cl-389,0.9967134440341658,dup
febrl3-rec-68-org,febrl3-cl-389,1.0,dup
febrl3-rec-1223-dup-0,febrl3-cl-390,1.0,dup
febrl3-rec-1223-org,febrl3-cl-390,1.0,dup
febrl3-rec-1575-dup-0,febrl3-cl-391,1.0,dup
febrl3-rec-1575-org,febrl3-cl-391,1.0,dup
febrl3-rec-382-dup-0,febrl3-cl-392,1.0,dup
febrl3-rec-382-dup-1,febrl3-cl-392,1.0,dup
febrl3-rec-382-org,febrl3-cl-392,1.0,dup
febrl3-rec-58-dup-0,febrl3-cl-393,1.0,dup
febrl3-rec-58-dup-1,febrl3-cl-393,1.0,dup
febrl3-rec-58-org,febrl3-cl-393,1.0,dup
febrl3-rec-824-dup-0,febrl3-cl-394,1.0,dup
febrl3-rec-824-dup-1,febrl3-cl-394,1.0,dup
febrl3-rec-824-dup-2,febrl3-cl-394,1.0,dup
febrl3-rec-824-dup-3,febrl3-cl-394,1.0,dup
febrl3-rec-824-org,febrl3-cl-394,1.0,dup
febrl3-rec-830-dup-0,febrl3-cl-395,1.0,dup
febrl3-rec-830-dup-1,febrl3-cl-395,1.0,dup
febrl3-rec-830-dup-2,febrl3-cl-395,1.0,dup
febrl3-rec-830-org,febrl3-cl-395,1.0,dup
febrl3-rec-1502-dup-0,febrl3-cl-396,0.9999993117448459,dup
febrl3-rec-1502-dup-1,febrl3-cl-396,0.9999999311744846,dup
febrl3-rec-1502-dup-2,febrl3-cl-396,0.9999992872321163,dup
febrl3-rec-1502-org,febrl3-cl-396,0.9999998279362114,dup
febrl3-rec-442-dup-0,febrl3-cl-397,1.0,dup
febrl3-rec-442-org,febrl3-cl-397,1.0,dup
febrl3-rec-803-dup-0,febrl3-cl-398,1.0,dup
febrl3-rec-803-dup-1,febrl3-cl-398,0.9999996558724229,dup
febrl3-rec-803-dup-2,febrl3-cl-398,0.9999996558724229,dup
febrl3-rec-803-org,febrl3-cl-398,1.0,dup
febrl3-rec-459-dup-0,febrl3-cl-399,1.0,dup
febrl3-rec-459-dup-1,febrl3-cl-399,1.0,dup
febrl3-rec-459-dup-2,febrl3-cl-399,1.0,dup
febrl3-rec-459-dup-3,febrl3-cl-399,1.0,dup
febrl3-rec-459-dup-4,febrl3-cl-399,1.0,dup
febrl3-rec-459-org,febrl3-cl-399,1.0,dup
febrl3-rec-1568-dup-0,febrl3-cl-400,1.0,dup
febrl3-rec-1568-org,febrl3-cl-400,1.0,dup
febrl3-rec-164-dup-0,febrl3-cl-401,1.0,dup
febrl3-rec-164-org,febrl3-cl-401,1.0,dup
febrl3-rec-292-dup-0,febrl3-cl-402,1.0,dup
febrl3-rec-292-org,febrl3-cl-402,1.0,dup
febrl3-rec-1943-dup-0,febrl3-cl-403,1.0,dup
febrl3-rec-1943-org,febrl3-cl-403,1.0,dup
febrl3-rec-723-dup-0,febrl3-cl-404,0.9454849612386992,dup
febrl3-rec-723-dup-1,febrl3-cl-404,0.9454848733865631,dup
febrl3-rec-723-dup-2,febrl3-cl-404,0.9999998623489692,dup
febrl3-rec-723-org,febrl3-cl-404,0.9999021301170841,dup
febrl3-rec-777-dup-0,febrl3-cl-405,1.0,dup
febrl3-rec-777-org,febrl3-cl-405,1.0,dup
febrl3-rec-1611-dup-0,febrl3-cl-406,1.0,dup
febrl3-rec-1611-dup-1,febrl3-cl-406,1.0,dup
febrl3-rec-1611-dup-2,febrl3-cl-406,1.0,dup
febrl3-rec-1611-org,febrl3-cl-406,1.0,dup
febrl3-rec-577-dup-0,febrl3-cl-407,1.0,dup
febrl3-rec-577-dup-1,febrl3-cl-407,1.0,dup
febrl3-rec-577-dup-2,febrl3-cl-407,1.0,dup
febrl3-rec-577-org,febrl3-cl-407,1.0,dup
febrl3-rec-1706-dup-0,febrl3-cl-408,1.0,dup
febrl3-rec-1706-dup-1,febrl3-cl-408,1.0,dup
febrl3-rec-1706-dup-2,febrl3-cl-408,1.0,dup
febrl3-rec-1706-org,febrl3-cl-408,1.0,dup
febrl3-rec-66-dup-0,febrl3-cl-409,1.0,dup
febrl3-rec-66-dup-1,febrl3-cl-409,1.0,dup
febrl3-rec-66-dup-2,febrl3-cl-409,1.0,dup
febrl3-rec-66-org,febrl3-cl-409,1.0,dup
febrl3-rec-1880-dup-0,febrl3-cl-410,1.0,dup
febrl3-rec-1880-dup-1,febrl3-cl-410,1.0,dup
febrl3-rec-1880-dup-2,febrl3-cl-410,1.0,dup
febrl3-rec-1880-dup-3,febrl3-cl-410,1.0,dup
febrl3-rec-1880-org,febrl3-cl-410,1.0,dup
febrl3-rec-294-dup-0,febrl3-cl-411,1.0,dup
febrl3-rec-294-org,febrl3-cl-411,1.0,dup
febrl3-rec-1220-dup-0,febrl3-cl-412,1.0,dup
febrl3-rec-1220-dup-1,febrl3-cl-412,1.0,dup
febrl3-rec-1220-org,febrl3-cl-412,1.0,dup
febrl3-rec-1988-dup-0,febrl3-cl-413,1.0,dup
febrl3-rec-1988-org,febrl3-cl-413,1.0,dup
febrl3-rec-201-dup-0,febrl3-cl-414,1.0,dup
febrl3-rec-201-org,febrl3-cl-414,1.0,dup
febrl3-rec-408-dup-0,febrl3-cl-415,0.9990897825612778,dup
febrl3-rec-408-dup-1,febrl3-cl-415,0.9990897825606272,dup
febrl3-rec-408-dup-2,febrl3-cl-415,0.9999999655872422,dup
febrl3-rec-408-org,febrl3-cl-415,1.0,dup
febrl3-rec-1224-dup-0,febrl3-cl-416,1.0,dup
febrl3-rec-1224-org,febrl3-cl-416,1.0,dup
febrl3-rec-1571-dup-0,febrl3-cl-417,1.0,dup
febrl3-rec-1571-dup-1,febrl3-cl-417,1.0,dup
febrl3-rec-1571-org,febrl3-cl-417,1.0,dup
febrl3-rec-323-dup-0,febrl3-cl-418,1.0,dup
febrl3-rec-323-org,febrl3-cl-418,1.0,dup
febrl3-rec-571-dup-0,febrl3-cl-419,0.9996860059785938,dup
febrl3-rec-571-dup-1,febrl3-cl-419,0.9996860059785938,dup
febrl3-rec-571-org,febrl3-cl-419,1.0,dup
febrl3-rec-1561-dup-0,febrl3-cl-420,1.0,dup
febrl3-rec-1561-dup-1,febrl3-cl-420,1.0,dup
febrl3-rec-1561-dup-2,febrl3-cl-420,1.0,dup
febrl3-rec-1561-dup-3,febrl3-cl-420,1.0,dup
febrl3-rec-1561-dup-4,febrl3-cl-420,1.0,dup
febrl3-rec-1561-org,febrl3-cl-420,1.0,dup
febrl3-rec-165-dup-0,febrl3-cl-421,1.0,dup
febrl3-rec-165-org,febrl3-cl-421,1.0,dup
febrl3-rec-1723-dup-0,febrl3-cl-422,1.0,dup
febrl3-rec-1723-dup-1,febrl3-cl-422,1.0,dup
febrl3-rec-1723-dup-2,febrl3-cl-422,1.0,dup
febrl3-rec-1723-org,febrl3-cl-422,1.0,dup
febrl3-rec-1132-dup-0,febrl3-cl-423,1.0,dup
febrl3-rec-1132-org,febrl3-cl-423,1.0,dup
febrl3-rec-1543-dup-0,febrl3-cl-424,1.0,dup
febrl3-rec-1543-dup-1,febrl3-cl-424,1.0,dup
febrl3-rec-1543-dup-2,febrl3-cl-424,1.0,dup
febrl3-rec-1543-dup-3,febrl3-cl-424,1.0,dup
febrl3-rec-1543-dup-4,febrl3-cl-424,1.0,dup
febrl3-rec-1543-org,febrl3-cl-424,1.0,dup
febrl3-rec-219-dup-0,febrl3-cl-425,1.0,dup
febrl3-rec-219-dup-1,febrl3-cl-425,1.0,dup
febrl3-rec-219-dup-2,febrl3-cl-425,1.0,dup
febrl3-rec-219-dup-3,febrl3-cl-425,1.0,dup
febrl3-rec-219-dup-4,febrl3-cl-425,1.0,dup
febrl3-rec-219-org,febrl3-cl-425,1.0,dup
febrl3-rec-967-dup-0,febrl3-cl-426,1.0,dup
febrl3-rec-967-dup-1,febrl3-cl-426,1.0,dup
febrl3-rec-967-dup-2,febrl3-cl-426,1.0,dup
febrl3-rec-967-org,febrl3-cl-426,1.0,dup
febrl3-rec-208-dup-0,febrl3-cl-427,1.0,dup
febrl3-rec-208-org,febrl3-cl-427,1.0,dup
febrl3-rec-729-dup-0,febrl3-cl-428,1.0,dup
febrl3-rec-729-org,febrl3-cl-428,1.0,dup
febrl3-rec-403-dup-0,febrl3-cl-429,1.0,dup
febrl3-rec-403-org,febrl3-cl-429,1.0,dup
febrl3-rec-856-dup-0,febrl3-cl-430,1.0,dup
febrl3-rec-856-org,febrl3-cl-430,1.0,dup
febrl3-rec-1576-dup-0,febrl3-cl-431,1.0,dup
febrl3-rec-1576-dup-1,febrl3-cl-431,1.0,dup
febrl3-rec-1576-org,febrl3-cl-431,1.0,dup
febrl3-rec-365-dup-0,febrl3-cl-432,1.0,dup
febrl3-rec-365-dup-1,febrl3-cl-432,1.0,dup
febrl3-rec-365-org,febrl3-cl-432,1.0,dup
febrl3-rec-559-dup-0,febrl3-cl-433,1.0,dup
febrl3-rec-559-dup-1,febrl3-cl-433,1.0,dup
febrl3-rec-559-dup-2,febrl3-cl-433,1.0,dup
febrl3-rec-559-dup-3,febrl3-cl-433,1.0,dup
febrl3-rec-559-org,febrl3-cl-433,1.0,dup
febrl3-rec-582-dup-0,febrl3-cl-434,1.0,dup
febrl3-rec-582-dup-1,febrl3-cl-434,1.0,dup
febrl3-rec-582-dup-2,febrl3-cl-434,1.0,dup
febrl3-rec-582-dup-3,febrl3-cl-434,1.0,dup
febrl3-rec-582-dup-4,febrl3-cl-434,1.0,dup
febrl3-rec-582-org,febrl3-cl-434,1.0,dup
febrl3-rec-804-dup-0,febrl3-cl-435,1.0,dup
febrl3-rec-804-dup-1,febrl3-cl-435,1.0,dup
febrl3-rec-804-dup-2,febrl3-cl-435,1.0,dup
febrl3-rec-804-dup-3,febrl3-cl-435,1.0,dup
febrl3-rec-804-dup-4,febrl3-cl-435,1.0,dup
febrl3-rec-804-org,febrl3-cl-435,1.0,dup
febrl3-rec-1095-dup-0,febrl3-cl-436,1.0,dup
febrl3-rec-1095-org,febrl3-cl-436,1.0,dup
febrl3-rec-1200-dup-0,febrl3-cl-437,0.9999998667199625,dup
febrl3-rec-1200-dup-1,febrl3-cl-437,0.9999996287247777,dup
febrl3-rec-1200-dup-2,febrl3-cl-437,1.0,dup
febrl3-rec-1200-dup-3,febrl3-cl-437,1.0,dup
febrl3-rec-1200-dup-4,febrl3-cl-437,0.9999996534719026,dup
febrl3-rec-1200-org,febrl3-cl-437,1.0,dup
febrl3-rec-1256-dup-0,febrl3-cl-438,1.0,dup
febrl3-rec-1256-org,febrl3-cl-438,1.0,dup
febrl3-rec-1421-dup-0,febrl3-cl-439,1.0,dup
febrl3-rec-1421-org,febrl3-cl-439,1.0,dup
febrl3-rec-246-dup-0,febrl3-cl-440,1.0,dup
febrl3-rec-246-org,febrl3-cl-440,1.0,dup
febrl3-rec-375-dup-0,febrl3-cl-441,0.9999999701976776,dup
febrl3-rec-375-dup-1,febrl3-cl-441,0.9999962745904941,dup
febrl3-rec-375-dup-2,febrl3-cl-441,1.0,dup
febrl3-rec-375-dup-3,febrl3-cl-441,0.9999962747097015,dup
febrl3-rec-375-org,febrl3-cl-441,1.0,dup
febrl3-rec-503-dup-0,febrl3-cl-442,0.9999994935358575,dup
febrl3-rec-503-dup-1,febrl3-cl-442,1.0,dup
febrl3-rec-503-dup-2,febrl3-cl-442,0.9999994504723276,dup
febrl3-rec-503-dup-3,febrl3-cl-442,0.99999978675194,dup
febrl3-rec-503-dup-4,febrl3-cl-442,1.0,dup
febrl3-rec-503-org,febrl3-cl-442,1.0,dup
febrl3-rec-619-dup-0,febrl3-cl-443,1.0,dup
febrl3-rec-619-dup-1,febrl3-cl-443,0.9999770758335513,dup
febrl3-rec-619-dup-2,febrl3-cl-443,0.9999770758180536,dup
febrl3-rec-619-dup-3,febrl3-cl-443,0.9999999733439925,dup
febrl3-rec-619-dup-4,febrl3-cl-443,1.0,dup
febrl3-rec-619-org,febrl3-cl-443,1.0,dup
febrl3-rec-642-dup-0,febrl3-cl-444,1.0,dup
febrl3-rec-642-dup-1,febrl3-cl-444,1.0,dup
febrl3-rec-642-dup-2,febrl3-cl-444,1.0,dup
febrl3-rec-642-dup-3,febrl3-cl-444,1.0,dup
febrl3-rec-642-dup-4,febrl3-cl-444,1.0,dup
febrl3-rec-642-org,febrl3-cl-444,1.0,dup
febrl3-rec-879-dup-0,febrl3-cl-445,1.0,dup
febrl3-rec-879-dup-1,febrl3-cl-445,1.0,dup
febrl3-rec-879-dup-2,febrl3-cl-445,1.0,dup
febrl3-rec-879-dup-3,febrl3-cl-445,1.0,dup
febrl3-rec-879-dup-4,febrl3-cl-445,1.0,dup
febrl3-rec-879-org,febrl3-cl-445,1.0,dup
febrl3-rec-854-dup-0,febrl3-cl-446,1.0,dup
febrl3-rec-854-org,febrl3-cl-446,1.0,dup
febrl3-rec-1560-dup-0,febrl3-cl-447,1.0,dup
febrl3-rec-1560-dup-1,febrl3-cl-447,1.0,dup
febrl3-rec-1560-dup-2,febrl3-cl-447,1.0,dup
