"record_set_num","block_id","record_id"
"2","1089","febrl4b-rec-3779-dup-0"
"1","1090","febrl4a-rec-4188-org"
"2","1090","febrl4b-rec-4188-dup-0"
"1","1091","febrl4a-rec-2846-org"
"2","1091","febrl4b-rec-2846-dup-0"
"1","1092","febrl4a-rec-4077-org"
"2","1092","febrl4b-rec-4077-dup-0"
"1","1093","febrl4a-rec-660-org"
"2","1093","febrl4b-rec-660-dup-0"
"1","1094","febrl4a-rec-4731-org"
"2","1094","febrl4b-rec-4731-dup-0"
"1","1095","febrl4a-rec-547-org"
"2","1095","febrl4b-rec-547-dup-0"
"1","1096","febrl4a-rec-1957-org"
"2","1096","febrl4b-rec-1957-dup-0"
"1","1097","febrl4a-rec-1618-org"
"2","1097","febrl4b-rec-1618-dup-0"
"1","1098","febrl4a-rec-3289-org"
"2","1098","febrl4b-rec-3289-dup-0"
"1","1099","febrl4a-rec-32-org"
"2","1099","febrl4b-rec-32-dup-0"
"1","1100","febrl4a-rec-3066-org"
"2","1100","febrl4b-rec-3066-dup-0"
"1","1101","febrl4a-rec-2829-org"
"2","1101","febrl4b-rec-2829-dup-0"
"1","1102","febrl4a-rec-884-org"
"2","1102","febrl4b-rec-884-dup-0"
"1","1103","febrl4a-rec-1971-org"
"2","1103","febrl4b-rec-1971-dup-0"
"1","1104","febrl4a-rec-3843-org"
"2","1104","febrl4b-rec-3843-dup-0"
"1","1105","febrl4a-rec-832-org"
"2","1105","febrl4b-rec-832-dup-0"
"1","1106","febrl4a-rec-362-org"
"2","1106","febrl4b-rec-362-dup-0"
"1","1107","febrl4a-rec-4317-org"
"2","1107","febrl4b-rec-4317-dup-0"
"1","1108","febrl4a-rec-2545-org"
"2","1108","febrl4b-rec-2545-dup-0"
"1","1109","febrl4a-rec-2545-org"
"2","1109","febrl4b-rec-2642-dup-0"
"1","1110","febrl4a-rec-2187-org"
"2","1110","febrl4b-rec-2187-dup-0"
"1","1111","febrl4a-rec-1524-org"
"2","1111","febrl4b-rec-1524-dup-0"
"1","1112","febrl4a-rec-2587-org"
"2","1112","febrl4b-rec-2587-dup-0"
"1","1113","febrl4a-rec-1926-org"
"2","1113","febrl4b-rec-1926-dup-0"
"1","1114","febrl4a-rec-749-org"
"2","1114","febrl4b-rec-749-dup-0"
"1","1115","febrl4a-rec-3030-org"
"2","1115","febrl4b-rec-3030-dup-0"
"1","1116","febrl4a-rec-1488-org"
"2","1116","febrl4b-rec-1488-dup-0"
"1","1117","febrl4a-rec-2099-org"
"2","1117","febrl4b-rec-2099-dup-0"
"1","1118","febrl4a-rec-54-org"
"2","1118","febrl4b-rec-54-dup-0"
"1","1119","febrl4a-rec-4253-org"
"2","1119","febrl4b-rec-4253-dup-0"
"1","1120","febrl4a-rec-4373-org"
"2","1120","febrl4b-rec-4373-dup-0"
"1","1121","febrl4a-rec-4373-org"
"2","1121","febrl4b-rec-1325-dup-0"
"1","1122","febrl4a-rec-2059-org"
"2","1122","febrl4b-rec-2059-dup-0"
"1","1123","febrl4a-rec-3489-org"
"2","1123","febrl4b-rec-3489-dup-0"
"1","1124","febrl4a-rec-3249-org"
"2","1124","febrl4b-rec-3249-dup-0"
"1","1125","febrl4a-rec-1514-org"
"2","1125","febrl4b-rec-1514-dup-0"
"1","1126","febrl4a-rec-1594-org"
"2","1126","febrl4b-rec-1594-dup-0"
"1","1127","febrl4a-rec-4517-org"
"2","1127","febrl4b-rec-4517-dup-0"
"1","1128","febrl4a-rec-1356-org"
"2","1128","febrl4b-rec-1356-dup-0"
"1","1129","febrl4a-rec-3716-org"
"2","1129","febrl4b-rec-3716-dup-0"
"1","1130","febrl4a-rec-3873-org"
"2","1130","febrl4b-rec-3873-dup-0"
"1","1131","febrl4a-rec-114-org"
"2","1131","febrl4b-rec-114-dup-0"
"1","1132","febrl4a-rec-103-org"
"2","1132","febrl4b-rec-103-dup-0"
"1","1133","febrl4a-rec-3643-org"
"2","1133","febrl4b-rec-3643-dup-0"
"1","1134","febrl4a-rec-1411-org"
"2","1134","febrl4b-rec-1411-dup-0"
"1","1135","febrl4a-rec-3032-org"
"2","1135","febrl4b-rec-3032-dup-0"
"1","1136","febrl4a-rec-3032-org"
"2","1136","febrl4b-rec-607-dup-0"
"1","1137","febrl4a-rec-3293-org"
"2","1137","febrl4b-rec-3293-dup-0"
"1","1138","febrl4a-rec-4775-org"
"2","1138","febrl4b-rec-4775-dup-0"
"1","1139","febrl4a-rec-2787-org"
"2","1139","febrl4b-rec-2787-dup-0"
"1","1140","febrl4a-rec-1181-org"
"2","1140","febrl4b-rec-1181-dup-0"
"1","1141","febrl4a-rec-150-org"
"2","1141","febrl4b-rec-150-dup-0"
"1","1142","febrl4a-rec-4342-org"
"2","1142","febrl4b-rec-4342-dup-0"
"1","1143","febrl4a-rec-1828-org"
"2","1143","febrl4b-rec-1828-dup-0"
"1","1144","febrl4a-rec-2863-org"
"2","1144","febrl4b-rec-2863-dup-0"
"1","1145","febrl4a-rec-2851-org"
"2","1145","febrl4b-rec-2851-dup-0"
"1","1146","febrl4a-rec-339-org"
"2","1146","febrl4b-rec-339-dup-0"
"1","1147","febrl4a-rec-1757-org"
"2","1147","febrl4b-rec-1757-dup-0"
"1","1148","febrl4a-rec-3642-org"
"2","1148","febrl4b-rec-3642-dup-0"
"1","1149","febrl4a-rec-569-org"
"2","1149","febrl4b-rec-569-dup-0"
"1","1150","febrl4a-rec-2934-org"
"2","1150","febrl4b-rec-2934-dup-0"
"1","1151","febrl4a-rec-4535-org"
"2","1151","febrl4b-rec-4535-dup-0"
"1","1152","febrl4a-rec-3649-org"
"2","1152","febrl4b-rec-3649-dup-0"
"1","1153","febrl4a-rec-3596-org"
"2","1153","febrl4b-rec-3596-dup-0"
"1","1154","febrl4a-rec-544-org"
"2","1154","febrl4b-rec-544-dup-0"
"1","1155","febrl4a-rec-544-org"
"2","1155","febrl4b-rec-939-dup-0"
"1","1156","febrl4a-rec-3389-org"
"2","1156","febrl4b-rec-3389-dup-0"
"1","1157","febrl4a-rec-3389-org"
"2","1157","febrl4b-rec-1884-dup-0"
"1","1158","febrl4a-rec-2680-org"
"2","1158","febrl4b-rec-2680-dup-0"
"1","1159","febrl4a-rec-592-org"
"2","1159","febrl4b-rec-592-dup-0"
"1","1160","febrl4a-rec-4272-org"
"2","1160","febrl4b-rec-4272-dup-0"
"1","1161","febrl4a-rec-2895-org"
"2","1161","febrl4b-rec-2895-dup-0"
"1","1162","febrl4a-rec-159-org"
"2","1162","febrl4b-rec-159-dup-0"
"1","1163","febrl4a-rec-4005-org"
"2","1163","febrl4b-rec-4005-dup-0"
"1","1164","febrl4a-rec-1475-org"
"2","1164","febrl4b-rec-1475-dup-0"
"1","1165","febrl4a-rec-697-org"
"2","1165","febrl4b-rec-697-dup-0"
"1","1166","febrl4a-rec-47-org"
"2","1166","febrl4b-rec-47-dup-0"
"1","1167","febrl4a-rec-47-org"
"2","1167","febrl4b-rec-3730-dup-0"
"1","1168","febrl4a-rec-743-org"
"2","1168","febrl4b-rec-743-dup-0"
"1","1169","febrl4a-rec-1031-org"
"2","1169","febrl4b-rec-1031-dup-0"
"1","1170","febrl4a-rec-259-org"
"2","1170","febrl4b-rec-259-dup-0"
"1","1171","febrl4a-rec-3718-org"
"2","1171","febrl4b-rec-3718-dup-0"
"1","1172","febrl4a-rec-3942-org"
"2","1172","febrl4b-rec-3942-dup-0"
"1","1173","febrl4a-rec-2893-org"
"2","1173","febrl4b-rec-2893-dup-0"
"1","1174","febrl4a-rec-1062-org"
"2","1174","febrl4b-rec-1062-dup-0"
"1","1175","febrl4a-rec-1062-org"
"2","1175","febrl4b-rec-3388-dup-0"
"1","1176","febrl4a-rec-4991-org"
"2","1176","febrl4b-rec-4991-dup-0"
"1","1177","febrl4a-rec-4288-org"
"2","1177","febrl4b-rec-4288-dup-0"
"1","1178","febrl4a-rec-2979-org"
"2","1178","febrl4b-rec-2979-dup-0"
"1","1179","febrl4a-rec-3506-org"
"2","1179","febrl4b-rec-3506-dup-0"
"1","1180","febrl4a-rec-3506-org"
"2","1180","febrl4b-rec-1295-dup-0"
"1","1181","febrl4a-rec-649-org"
"2","1181","febrl4b-rec-649-dup-0"
"1","1182","febrl4a-rec-2190-org"
"2","1182","febrl4b-rec-2190-dup-0"
"1","1183","febrl4a-rec-1566-org"
"2","1183","febrl4b-rec-1566-dup-0"
"1","1184","febrl4a-rec-1566-org"
"2","1184","febrl4b-rec-1469-dup-0"
"1","1185","febrl4a-rec-2485-org"
"2","1185","febrl4b-rec-2485-dup-0"
"1","1186","febrl4a-rec-814-org"
"2","1186","febrl4b-rec-814-dup-0"
"1","1187","febrl4a-rec-2623-org"
"2","1187","febrl4b-rec-2623-dup-0"
"1","1188","febrl4a-rec-802-org"
"2","1188","febrl4b-rec-802-dup-0"
"1","1189","febrl4a-rec-4910-org"
"2","1189","febrl4b-rec-4910-dup-0"
"1","1190","febrl4a-rec-926-org"
"2","1190","febrl4b-rec-926-dup-0"
"1","1191","febrl4a-rec-4295-org"
"2","1191","febrl4b-rec-4295-dup-0"
"1","1192","febrl4a-rec-3311-org"
"2","1192","febrl4b-rec-3311-dup-0"
"1","1193","febrl4a-rec-4464-org"
"2","1193","febrl4b-rec-4464-dup-0"
"1","1194","febrl4a-rec-2124-org"
"2","1194","febrl4b-rec-2124-dup-0"
"1","1195","febrl4a-rec-928-org"
"2","1195","febrl4b-rec-928-dup-0"
"1","1196","febrl4a-rec-928-org"
"2","1196","febrl4b-rec-4841-dup-0"
"1","1197","febrl4a-rec-2397-org"
"2","1197","febrl4b-rec-2397-dup-0"
"1","1198","febrl4a-rec-2351-org"
"2","1198","febrl4b-rec-2351-dup-0"
"1","1199","febrl4a-rec-979-org"
"2","1199","febrl4b-rec-979-dup-0"
"1","1200","febrl4a-rec-1998-org"
"2","1200","febrl4b-rec-1998-dup-0"
"1","1201","febrl4a-rec-639-org"
"2","1201","febrl4b-rec-639-dup-0"
"1","1202","febrl4a-rec-736-org"
"2","1202","febrl4b-rec-736-dup-0"
"1","1203","febrl4a-rec-736-org"
"2","1203","febrl4b-rec-3133-dup-0"
"1","1204","febrl4a-rec-481-org"
"2","1204","febrl4b-rec-481-dup-0"
"1","1205","febrl4a-rec-503-org"
"2","1205","febrl4b-rec-503-dup-0"
"1","1206","febrl4a-rec-4461-org"
"2","1206","febrl4b-rec-4461-dup-0"
"1","1207","febrl4a-rec-2610-org"
"2","1207","febrl4b-rec-2610-dup-0"
"1","1208","febrl4a-rec-1039-org"
"2","1208","febrl4b-rec-1039-dup-0"
"1","1209","febrl4a-rec-4781-org"
"2","1209","febrl4b-rec-4781-dup-0"
"1","1210","febrl4a-rec-959-org"
"2","1210","febrl4b-rec-959-dup-0"
"1","1211","febrl4a-rec-3773-org"
"2","1211","febrl4b-rec-3773-dup-0"
"1","1212","febrl4a-rec-960-org"
"2","1212","febrl4b-rec-960-dup-0"
"1","1213","febrl4a-rec-1887-org"
"2","1213","febrl4b-rec-1887-dup-0"
"1","1214","febrl4a-rec-2238-org"
"2","1214","febrl4b-rec-2238-dup-0"
"1","1215","febrl4a-rec-1589-org"
"2","1215","febrl4b-rec-1589-dup-0"
"1","1216","febrl4a-rec-2624-org"
"2","1216","febrl4b-rec-4287-dup-0"
"1","1217","febrl4a-rec-2624-org"
"2","1217","febrl4b-rec-2624-dup-0"
"1","1218","febrl4a-rec-3347-org"
"2","1218","febrl4b-rec-3347-dup-0"
"1","1219","febrl4a-rec-4502-org"
"2","1219","febrl4b-rec-4502-dup-0"
"1","1220","febrl4a-rec-4502-org"
"2","1220","febrl4b-rec-4279-dup-0"
"1","1221","febrl4a-rec-3286-org"
"2","1221","febrl4b-rec-3286-dup-0"
"1","1222","febrl4a-rec-3613-org"
"2","1222","febrl4b-rec-3613-dup-0"
"1","1223","febrl4a-rec-4512-org"
"2","1223","febrl4b-rec-4512-dup-0"
"1","1224","febrl4a-rec-3630-org"
"2","1224","febrl4b-rec-3630-dup-0"
"1","1225","febrl4a-rec-3913-org"
"2","1225","febrl4b-rec-3913-dup-0"
"1","1226","febrl4a-rec-3913-org"
"2","1226","febrl4b-rec-3529-dup-0"
"1","1227","febrl4a-rec-4611-org"
"2","1227","febrl4b-rec-4611-dup-0"
"1","1228","febrl4a-rec-1579-org"
"2","1228","febrl4b-rec-1579-dup-0"
"1","1229","febrl4a-rec-2003-org"
"2","1229","febrl4b-rec-2003-dup-0"
"1","1230","febrl4a-rec-4620-org"
"2","1230","febrl4b-rec-4620-dup-0"
"1","1231","febrl4a-rec-4620-org"
"2","1231","febrl4b-rec-860-dup-0"
"1","1232","febrl4a-rec-4707-org"
"2","1232","febrl4b-rec-4707-dup-0"
"1","1233","febrl4a-rec-4643-org"
"2","1233","febrl4b-rec-4643-dup-0"
"1","1234","febrl4a-rec-4643-org"
"2","1234","febrl4b-rec-3895-dup-0"
"1","1235","febrl4a-rec-1510-org"
"2","1235","febrl4b-rec-1510-dup-0"
"1","1236","febrl4a-rec-2127-org"
"2","1236","febrl4b-rec-2127-dup-0"
"1","1237","febrl4a-rec-2617-org"
"2","1237","febrl4b-rec-2617-dup-0"
"1","1238","febrl4a-rec-3616-org"
"2","1238","febrl4b-rec-3616-dup-0"
"1","1239","febrl4a-rec-2277-org"
"2","1239","febrl4b-rec-2277-dup-0"
"1","1240","febrl4a-rec-2849-org"
"2","1240","febrl4b-rec-2849-dup-0"
"1","1241","febrl4a-rec-2849-org"
"2","1241","febrl4b-rec-786-dup-0"
"1","1242","febrl4a-rec-2849-org"
"2","1242","febrl4b-rec-2740-dup-0"
"1","1243","febrl4a-rec-4670-org"
"2","1243","febrl4b-rec-4670-dup-0"
"1","1244","febrl4a-rec-3678-org"
"2","1244","febrl4b-rec-3678-dup-0"
"1","1245","febrl4a-rec-2080-org"
"2","1245","febrl4b-rec-2080-dup-0"
"1","1246","febrl4a-rec-945-org"
"2","1246","febrl4b-rec-945-dup-0"
"1","1247","febrl4a-rec-945-org"
"2","1247","febrl4b-rec-729-dup-0"
"1","1248","febrl4a-rec-837-org"
"2","1248","febrl4b-rec-837-dup-0"
"1","1249","febrl4a-rec-4742-org"
"2","1249","febrl4b-rec-4742-dup-0"
"1","1250","febrl4a-rec-4742-org"
"2","1250","febrl4b-rec-3389-dup-0"
"1","1251","febrl4a-rec-2271-org"
"2","1251","febrl4b-rec-2271-dup-0"
"1","1252","febrl4a-rec-2271-org"
"2","1252","febrl4b-rec-4465-dup-0"
"1","1253","febrl4a-rec-13-org"
"2","1253","febrl4b-rec-13-dup-0"
"1","1254","febrl4a-rec-4425-org"
"2","1254","febrl4b-rec-4425-dup-0"
"1","1255","febrl4a-rec-1196-org"
"2","1255","febrl4b-rec-1196-dup-0"
"1","1256","febrl4a-rec-3137-org"
"2","1256","febrl4b-rec-3137-dup-0"
"1","1257","febrl4a-rec-3543-org"
"2","1257","febrl4b-rec-3543-dup-0"
"1","1258","febrl4a-rec-1927-org"
"2","1258","febrl4b-rec-1927-dup-0"
"1","1259","febrl4a-rec-1948-org"
"2","1259","febrl4b-rec-1948-dup-0"
"1","1260","febrl4a-rec-4242-org"
"2","1260","febrl4b-rec-4242-dup-0"
"1","1261","febrl4a-rec-1313-org"
"2","1261","febrl4b-rec-1313-dup-0"
"1","1262","febrl4a-rec-3832-org"
"2","1262","febrl4b-rec-3832-dup-0"
"1","1263","febrl4a-rec-820-org"
"2","1263","febrl4b-rec-820-dup-0"
"1","1264","febrl4a-rec-3218-org"
"2","1264","febrl4b-rec-3218-dup-0"
"1","1265","febrl4a-rec-4107-org"
"2","1265","febrl4b-rec-4107-dup-0"
"1","1266","febrl4a-rec-1352-org"
"2","1266","febrl4b-rec-1352-dup-0"
"1","1267","febrl4a-rec-192-org"
"2","1267","febrl4b-rec-192-dup-0"
"1","1268","febrl4a-rec-3303-org"
"2","1268","febrl4b-rec-3303-dup-0"
"1","1269","febrl4a-rec-3303-org"
"2","1269","febrl4b-rec-69-dup-0"
"1","1270","febrl4a-rec-3178-org"
"2","1270","febrl4b-rec-3178-dup-0"
"1","1271","febrl4a-rec-3004-org"
"2","1271","febrl4b-rec-3004-dup-0"
"1","1272","febrl4a-rec-1049-org"
"2","1272","febrl4b-rec-1049-dup-0"
"1","1273","febrl4a-rec-3946-org"
"2","1273","febrl4b-rec-3946-dup-0"
"1","1274","febrl4a-rec-2358-org"
"2","1274","febrl4b-rec-2358-dup-0"
"1","1275","febrl4a-rec-2358-org"
"2","1275","febrl4b-rec-1433-dup-0"
"1","1276","febrl4a-rec-27-org"
"2","1276","febrl4b-rec-27-dup-0"
"1","1277","febrl4a-rec-4530-org"
"2","1277","febrl4b-rec-4530-dup-0"
"1","1278","febrl4a-rec-1380-org"
"2","1278","febrl4b-rec-1380-dup-0"
"1","1279","febrl4a-rec-4587-org"
"2","1279","febrl4b-rec-4587-dup-0"
"1","1280","febrl4a-rec-4481-org"
"2","1280","febrl4b-rec-4481-dup-0"
"1","1281","febrl4a-rec-454-org"
"2","1281","febrl4b-rec-454-dup-0"
"1","1282","febrl4a-rec-48-org"
"2","1282","febrl4b-rec-48-dup-0"
"1","1283","febrl4a-rec-48-org"
"2","1283","febrl4b-rec-3048-dup-0"
"1","1284","febrl4a-rec-1276-org"
"2","1284","febrl4b-rec-1276-dup-0"
"1","1285","febrl4a-rec-3082-org"
"2","1285","febrl4b-rec-3082-dup-0"
"1","1286","febrl4a-rec-3082-org"
"2","1286","febrl4b-rec-4702-dup-0"
"1","1287","febrl4a-rec-4243-org"
"2","1287","febrl4b-rec-4243-dup-0"
"1","1288","febrl4a-rec-3336-org"
"2","1288","febrl4b-rec-3336-dup-0"
"1","1289","febrl4a-rec-4908-org"
"2","1289","febrl4b-rec-4908-dup-0"
"1","1290","febrl4a-rec-2736-org"
"2","1290","febrl4b-rec-2736-dup-0"
"1","1291","febrl4a-rec-2843-org"
"2","1291","febrl4b-rec-2843-dup-0"
"1","1292","febrl4a-rec-1593-org"
"2","1292","febrl4b-rec-1593-dup-0"
"1","1293","febrl4a-rec-990-org"
"2","1293","febrl4b-rec-990-dup-0"
"1","1294","febrl4a-rec-4097-org"
"2","1294","febrl4b-rec-4097-dup-0"
"1","1295","febrl4a-rec-1799-org"
"2","1295","febrl4b-rec-1799-dup-0"
"1","1296","febrl4a-rec-565-org"
"2","1296","febrl4b-rec-565-dup-0"
"1","1297","febrl4a-rec-565-org"
"2","1297","febrl4b-rec-2174-dup-0"
"1","1298","febrl4a-rec-1667-org"
"2","1298","febrl4b-rec-1667-dup-0"
"1","1299","febrl4a-rec-281-org"
"2","1299","febrl4b-rec-281-dup-0"
"1","1300","febrl4a-rec-4974-org"
"2","1300","febrl4b-rec-4974-dup-0"
"1","1301","febrl4a-rec-1477-org"
"2","1301","febrl4b-rec-1477-dup-0"
"1","1302","febrl4a-rec-1477-org"
"2","1302","febrl4b-rec-4230-dup-0"
"1","1303","febrl4a-rec-3888-org"
"2","1303","febrl4b-rec-3888-dup-0"
"1","1304","febrl4a-rec-3207-org"
"2","1304","febrl4b-rec-3207-dup-0"
"1","1305","febrl4a-rec-4674-org"
"2","1305","febrl4b-rec-4674-dup-0"
"1","1306","febrl4a-rec-1043-org"
"2","1306","febrl4b-rec-1043-dup-0"
"1","1307","febrl4a-rec-3299-org"
"2","1307","febrl4b-rec-3299-dup-0"
"1","1308","febrl4a-rec-3954-org"
"2","1308","febrl4b-rec-3954-dup-0"
"1","1309","febrl4a-rec-501-org"
"2","1309","febrl4b-rec-501-dup-0"
"1","1310","febrl4a-rec-501-org"
"2","1310","febrl4b-rec-2058-dup-0"
"1","1311","febrl4a-rec-3154-org"
"2","1311","febrl4b-rec-3154-dup-0"
"1","1312","febrl4a-rec-156-org"
"2","1312","febrl4b-rec-156-dup-0"
"1","1313","febrl4a-rec-1460-org"
"2","1313","febrl4b-rec-1460-dup-0"
"1","1314","febrl4a-rec-763-org"
"2","1314","febrl4b-rec-763-dup-0"
"1","1315","febrl4a-rec-763-org"
"2","1315","febrl4b-rec-1967-dup-0"
"1","1316","febrl4a-rec-3260-org"
"2","1316","febrl4b-rec-3260-dup-0"
"1","1317","febrl4a-rec-3260-org"
"2","1317","febrl4b-rec-1419-dup-0"
"1","1318","febrl4a-rec-648-org"
"2","1318","febrl4b-rec-648-dup-0"
"1","1319","febrl4a-rec-4179-org"
"2","1319","febrl4b-rec-4179-dup-0"
"1","1320","febrl4a-rec-4915-org"
"2","1320","febrl4b-rec-4915-dup-0"
"1","1321","febrl4a-rec-2601-org"
"2","1321","febrl4b-rec-2601-dup-0"
"1","1322","febrl4a-rec-4385-org"
"2","1322","febrl4b-rec-4385-dup-0"
"1","1323","febrl4a-rec-4994-org"
"2","1323","febrl4b-rec-4994-dup-0"
"1","1324","febrl4a-rec-1303-org"
"2","1324","febrl4b-rec-1303-dup-0"
"1","1325","febrl4a-rec-4833-org"
"2","1325","febrl4b-rec-4833-dup-0"
"1","1326","febrl4a-rec-1342-org"
"2","1326","febrl4b-rec-1342-dup-0"
"1","1327","febrl4a-rec-1342-org"
"2","1327","febrl4b-rec-4500-dup-0"
"1","1328","febrl4a-rec-3836-org"
"2","1328","febrl4b-rec-3836-dup-0"
"1","1329","febrl4a-rec-2602-org"
"2","1329","febrl4b-rec-2602-dup-0"
"1","1330","febrl4a-rec-4756-org"
"2","1330","febrl4b-rec-4756-dup-0"
"1","1331","febrl4a-rec-4557-org"
"2","1331","febrl4b-rec-4557-dup-0"
"1","1332","febrl4a-rec-4557-org"
"2","1332","febrl4b-rec-1536-dup-0"
"1","1333","febrl4a-rec-2632-org"
"2","1333","febrl4b-rec-2632-dup-0"
"1","1334","febrl4a-rec-1269-org"
"2","1334","febrl4b-rec-1269-dup-0"
"1","1335","febrl4a-rec-37-org"
"2","1335","febrl4b-rec-37-dup-0"
"1","1336","febrl4a-rec-1312-org"
"2","1336","febrl4b-rec-1312-dup-0"
"1","1337","febrl4a-rec-4057-org"
"2","1337","febrl4b-rec-4057-dup-0"
"1","1338","febrl4a-rec-4057-org"
"2","1338","febrl4b-rec-2956-dup-0"
"1","1339","febrl4a-rec-4874-org"
"2","1339","febrl4b-rec-2580-dup-0"
"1","1340","febrl4a-rec-4874-org"
"2","1340","febrl4b-rec-4874-dup-0"
"1","1341","febrl4a-rec-2407-org"
"2","1341","febrl4b-rec-2407-dup-0"
"1","1342","febrl4a-rec-3210-org"
"2","1342","febrl4b-rec-3210-dup-0"
"1","1343","febrl4a-rec-987-org"
"2","1343","febrl4b-rec-4021-dup-0"
"1","1344","febrl4a-rec-987-org"
"2","1344","febrl4b-rec-987-dup-0"
"1","1345","febrl4a-rec-3052-org"
"2","1345","febrl4b-rec-3052-dup-0"
"1","1346","febrl4a-rec-531-org"
"2","1346","febrl4b-rec-531-dup-0"
"1","1347","febrl4a-rec-174-org"
"2","1347","febrl4b-rec-174-dup-0"
"1","1348","febrl4a-rec-1827-org"
"2","1348","febrl4b-rec-1827-dup-0"
"1","1349","febrl4a-rec-248-org"
"2","1349","febrl4b-rec-248-dup-0"
"1","1350","febrl4a-rec-4331-org"
"2","1350","febrl4b-rec-4331-dup-0"
"1","1351","febrl4a-rec-2240-org"
"2","1351","febrl4b-rec-2240-dup-0"
"1","1352","febrl4a-rec-1466-org"
"2","1352","febrl4b-rec-1466-dup-0"
"1","1353","febrl4a-rec-1466-org"
"2","1353","febrl4b-rec-955-dup-0"
"1","1354","febrl4a-rec-3103-org"
"2","1354","febrl4b-rec-3103-dup-0"
"1","1355","febrl4a-rec-3103-org"
"2","1355","febrl4b-rec-1941-dup-0"
"1","1356","febrl4a-rec-428-org"
"2","1356","febrl4b-rec-428-dup-0"
"1","1357","febrl4a-rec-3360-org"
"2","1357","febrl4b-rec-3360-dup-0"
"1","1358","febrl4a-rec-1714-org"
"2","1358","febrl4b-rec-1714-dup-0"
"1","1359","febrl4a-rec-336-org"
"2","1359","febrl4b-rec-336-dup-0"
"1","1360","febrl4a-rec-1903-org"
"2","1360","febrl4b-rec-1903-dup-0"
"1","1361","febrl4a-rec-130-org"
"2","1361","febrl4b-rec-130-dup-0"
"1","1362","febrl4a-rec-252-org"
"2","1362","febrl4b-rec-252-dup-0"
"1","1363","febrl4a-rec-3386-org"
"2","1363","febrl4b-rec-3386-dup-0"
"1","1364","febrl4a-rec-1042-org"
"2","1364","febrl4b-rec-1042-dup-0"
"1","1365","febrl4a-rec-120-org"
"2","1365","febrl4b-rec-120-dup-0"
"1","1366","febrl4a-rec-1616-org"
"2","1366","febrl4b-rec-1616-dup-0"
"1","1367","febrl4a-rec-3121-org"
"2","1367","febrl4b-rec-3121-dup-0"
"1","1368","febrl4a-rec-1651-org"
"2","1368","febrl4b-rec-1651-dup-0"
"1","1369","febrl4a-rec-4612-org"
"2","1369","febrl4b-rec-4612-dup-0"
"1","1370","febrl4a-rec-2248-org"
"2","1370","febrl4b-rec-2248-dup-0"
"1","1371","febrl4a-rec-4125-org"
"2","1371","febrl4b-rec-4125-dup-0"
"1","1372","febrl4a-rec-4631-org"
"2","1372","febrl4b-rec-4631-dup-0"
"1","1373","febrl4a-rec-2903-org"
"2","1373","febrl4b-rec-2903-dup-0"
"1","1374","febrl4a-rec-4143-org"
"2","1374","febrl4b-rec-4143-dup-0"
"1","1375","febrl4a-rec-3520-org"
"2","1375","febrl4b-rec-3520-dup-0"
"1","1376","febrl4a-rec-3618-org"
"2","1376","febrl4b-rec-3618-dup-0"
"1","1377","febrl4a-rec-4075-org"
"2","1377","febrl4b-rec-4075-dup-0"
"1","1378","febrl4a-rec-1489-org"
"2","1378","febrl4b-rec-1489-dup-0"
"1","1379","febrl4a-rec-1553-org"
"2","1379","febrl4b-rec-1553-dup-0"
"1","1380","febrl4a-rec-4053-org"
"2","1380","febrl4b-rec-4053-dup-0"
"1","1381","febrl4a-rec-3332-org"
"2","1381","febrl4b-rec-3332-dup-0"
"1","1382","febrl4a-rec-1122-org"
"2","1382","febrl4b-rec-1122-dup-0"
"1","1383","febrl4a-rec-2023-org"
"2","1383","febrl4b-rec-2023-dup-0"
"1","1384","febrl4a-rec-1810-org"
"2","1384","febrl4b-rec-1810-dup-0"
"1","1385","febrl4a-rec-2399-org"
"2","1385","febrl4b-rec-2399-dup-0"
"1","1386","febrl4a-rec-2503-org"
"2","1386","febrl4b-rec-2503-dup-0"
"1","1387","febrl4a-rec-961-org"
"2","1387","febrl4b-rec-961-dup-0"
"1","1388","febrl4a-rec-961-org"
"2","1388","febrl4b-rec-3290-dup-0"
"1","1389","febrl4a-rec-1759-org"
"2","1389","febrl4b-rec-1759-dup-0"
"1","1390","febrl4a-rec-4117-org"
"2","1390","febrl4b-rec-4117-dup-0"
"1","1391","febrl4a-rec-4387-org"
"2","1391","febrl4b-rec-4387-dup-0"
"1","1392","febrl4a-rec-4387-org"
"2","1392","febrl4b-rec-4772-dup-0"
"1","1393","febrl4a-rec-847-org"
"2","1393","febrl4b-rec-847-dup-0"
"1","1394","febrl4a-rec-4979-org"
"2","1394","febrl4b-rec-4979-dup-0"
"1","1395","febrl4a-rec-1671-org"
"2","1395","febrl4b-rec-1671-dup-0"
"1","1396","febrl4a-rec-3636-org"
"2","1396","febrl4b-rec-3636-dup-0"
"1","1397","febrl4a-rec-502-org"
"2","1397","febrl4b-rec-502-dup-0"
"1","1398","febrl4a-rec-502-org"
"2","1398","febrl4b-rec-197-dup-0"
"1","1399","febrl4a-rec-183-org"
"2","1399","febrl4b-rec-183-dup-0"
"1","1400","febrl4a-rec-636-org"
"2","1400","febrl4b-rec-636-dup-0"
"1","1401","febrl4a-rec-12-org"
"2","1401","febrl4b-rec-12-dup-0"
"1","1402","febrl4a-rec-1015-org"
"2","1402","febrl4b-rec-1015-dup-0"
"1","1403","febrl4a-rec-285-org"
