record id 1,record id 2,confidence score,link type
febrl4a-rec-4429-org,febrl4b-rec-4429-dup-0,1.0,dup
febrl4a-rec-4428-org,febrl4b-rec-4428-dup-0,1.0,dup
febrl4a-rec-4427-org,febrl4b-rec-4427-dup-0,1.0,dup
febrl4a-rec-4426-org,febrl4b-rec-4426-dup-0,1.0,dup
febrl4a-rec-4425-org,febrl4b-rec-4425-dup-0,1.0,dup
febrl4a-rec-4424-org,febrl4b-rec-4424-dup-0,1.0,dup
febrl4a-rec-4423-org,febrl4b-rec-4423-dup-0,1.0,dup
febrl4a-rec-4422-org,febrl4b-rec-4422-dup-0,1.0,dup
febrl4a-rec-4421-org,febrl4b-rec-4421-dup-0,1.0,dup
febrl4a-rec-4420-org,febrl4b-rec-4420-dup-0,1.0,dup
febrl4a-rec-442-org,febrl4b-rec-442-dup-0,1.0,dup
febrl4a-rec-4419-org,febrl4b-rec-4419-dup-0,1.0,dup
febrl4a-rec-4418-org,febrl4b-rec-4418-dup-0,1.0,dup
febrl4a-rec-4417-org,febrl4b-rec-4417-dup-0,1.0,dup
febrl4a-rec-4416-org,febrl4b-rec-4416-dup-0,1.0,dup
febrl4a-rec-4415-org,febrl4b-rec-4415-dup-0,1.0,dup
febrl4a-rec-4414-org,febrl4b-rec-4414-dup-0,1.0,dup
febrl4a-rec-4413-org,febrl4b-rec-4413-dup-0,1.0,dup
febrl4a-rec-4412-org,febrl4b-rec-4412-dup-0,1.0,dup
febrl4a-rec-4411-org,febrl4b-rec-4411-dup-0,1.0,dup
febrl4a-rec-4410-org,febrl4b-rec-4410-dup-0,1.0,dup
febrl4a-rec-441-org,febrl4b-rec-441-dup-0,1.0,dup
febrl4a-rec-4409-org,febrl4b-rec-4409-dup-0,1.0,dup
febrl4a-rec-4408-org,febrl4b-rec-4408-dup-0,1.0,dup
febrl4a-rec-4407-org,febrl4b-rec-4407-dup-0,1.0,dup
febrl4a-rec-4406-org,febrl4b-rec-4406-dup-0,1.0,dup
febrl4a-rec-4405-org,febrl4b-rec-4405-dup-0,1.0,dup
febrl4a-rec-4404-org,febrl4b-rec-4404-dup-0,1.0,dup
febrl4a-rec-4403-org,febrl4b-rec-4403-dup-0,1.0,dup
febrl4a-rec-4402-org,febrl4b-rec-4402-dup-0,1.0,dup
febrl4a-rec-4401-org,febrl4b-rec-4401-dup-0,1.0,dup
febrl4a-rec-4400-org,febrl4b-rec-4400-dup-0,1.0,dup
febrl4a-rec-440-org,febrl4b-rec-440-dup-0,1.0,dup
febrl4a-rec-44-org,febrl4b-rec-44-dup-0,1.0,dup
febrl4a-rec-4399-org,febrl4b-rec-4399-dup-0,1.0,dup
febrl4a-rec-4398-org,febrl4b-rec-4398-dup-0,1.0,dup
febrl4a-rec-4397-org,febrl4b-rec-4397-dup-0,1.0,dup
febrl4a-rec-4396-org,febrl4b-rec-4396-dup-0,1.0,dup
febrl4a-rec-4395-org,febrl4b-rec-4395-dup-0,1.0,dup
febrl4a-rec-4394-org,febrl4b-rec-4394-dup-0,1.0,dup
febrl4a-rec-4393-org,febrl4b-rec-4393-dup-0,1.0,dup
febrl4a-rec-4392-org,febrl4b-rec-4392-dup-0,1.0,dup
febrl4a-rec-4391-org,febrl4b-rec-4391-dup-0,1.0,dup
febrl4a-rec-4390-org,febrl4b-rec-4390-dup-0,1.0,dup
febrl4a-rec-439-org,febrl4b-rec-439-dup-0,1.0,dup
febrl4a-rec-4389-org,febrl4b-rec-4389-dup-0,1.0,dup
febrl4a-rec-4388-org,febrl4b-rec-4388-dup-0,1.0,dup
febrl4a-rec-4387-org,febrl4b-rec-4387-dup-0,1.0,dup
febrl4a-rec-4386-org,febrl4b-rec-4386-dup-0,1.0,dup
febrl4a-rec-4385-org,febrl4b-rec-4385-dup-0,1.0,dup
febrl4a-rec-4384-org,febrl4b-rec-4384-dup-0,1.0,dup
febrl4a-rec-4383-org,febrl4b-rec-4383-dup-0,1.0,dup
febrl4a-rec-4382-org,febrl4b-rec-4382-dup-0,1.0,dup
febrl4a-rec-4381-org,febrl4b-rec-4381-dup-0,1.0,dup
febrl4a-rec-4380-org,febrl4b-rec-4380-dup-0,1.0,dup
febrl4a-rec-438-org,febrl4b-rec-438-dup-0,1.0,dup
febrl4a-rec-4379-org,febrl4b-rec-4379-dup-0,1.0,dup
febrl4a-rec-4378-org,febrl4b-rec-4378-dup-0,1.0,dup
febrl4a-rec-4377-org,febrl4b-rec-4377-dup-0,1.0,dup
febrl4a-rec-4376-org,febrl4b-rec-4376-dup-0,1.0,dup
febrl4a-rec-4375-org,febrl4b-rec-4375-dup-0,1.0,dup
febrl4a-rec-4374-org,febrl4b-rec-4374-dup-0,1.0,dup
febrl4a-rec-4373-org,febrl4b-rec-4373-dup-0,1.0,dup
febrl4a-rec-4372-org,febrl4b-rec-4372-dup-0,1.0,dup
febrl4a-rec-4371-org,febrl4b-rec-4371-dup-0,1.0,dup
febrl4a-rec-4370-org,febrl4b-rec-4370-dup-0,1.0,dup
febrl4a-rec-437-org,febrl4b-rec-437-dup-0,1.0,dup
febrl4a-rec-4369-org,febrl4b-rec-4369-dup-0,1.0,dup
febrl4a-rec-4368-org,febrl4b-rec-4368-dup-0,1.0,dup
febrl4a-rec-4367-org,febrl4b-rec-4367-dup-0,1.0,dup
febrl4a-rec-4366-org,febrl4b-rec-4366-dup-0,1.0,dup
febrl4a-rec-4365-org,febrl4b-rec-4365-dup-0,1.0,dup
febrl4a-rec-4364-org,febrl4b-rec-4364-dup-0,1.0,dup
febrl4a-rec-4363-org,febrl4b-rec-4363-dup-0,1.0,dup
febrl4a-rec-4362-org,febrl4b-rec-4362-dup-0,1.0,dup
febrl4a-rec-4361-org,febrl4b-rec-4361-dup-0,1.0,dup
febrl4a-rec-4360-org,febrl4b-rec-4360-dup-0,1.0,dup
febrl4a-rec-436-org,febrl4b-rec-436-dup-0,1.0,dup
febrl4a-rec-4359-org,febrl4b-rec-4359-dup-0,1.0,dup
febrl4a-rec-4358-org,febrl4b-rec-4358-dup-0,1.0,dup
febrl4a-rec-4357-org,febrl4b-rec-4357-dup-0,1.0,dup
febrl4a-rec-4356-org,febrl4b-rec-4356-dup-0,1.0,dup
febrl4a-rec-4355-org,febrl4b-rec-4355-dup-0,1.0,dup
febrl4a-rec-4354-org,febrl4b-rec-4354-dup-0,1.0,dup
febrl4a-rec-4353-org,febrl4b-rec-4353-dup-0,1.0,dup
febrl4a-rec-4352-org,febrl4b-rec-4352-dup-0,1.0,dup
febrl4a-rec-4350-org,febrl4b-rec-4350-dup-0,1.0,dup
febrl4a-rec-435-org,febrl4b-rec-435-dup-0,1.0,dup
febrl4a-rec-4349-org,febrl4b-rec-4349-dup-0,1.0,dup
febrl4a-rec-4348-org,febrl4b-rec-4348-dup-0,1.0,dup
febrl4a-rec-4347-org,febrl4b-rec-4347-dup-0,1.0,dup
febrl4a-rec-4346-org,febrl4b-rec-4346-dup-0,1.0,dup
febrl4a-rec-4345-org,febrl4b-rec-4345-dup-0,1.0,dup
febrl4a-rec-4344-org,febrl4b-rec-4344-dup-0,1.0,dup
febrl4a-rec-4343-org,febrl4b-rec-4343-dup-0,1.0,dup
febrl4a-rec-4342-org,febrl4b-rec-4342-dup-0,1.0,dup
febrl4a-rec-4341-org,febrl4b-rec-4341-dup-0,1.0,dup
febrl4a-rec-4340-org,febrl4b-rec-4340-dup-0,1.0,dup
febrl4a-rec-434-org,febrl4b-rec-434-dup-0,1.0,dup
febrl4a-rec-4339-org,febrl4b-rec-4339-dup-0,1.0,dup
febrl4a-rec-4338-org,febrl4b-rec-4338-dup-0,1.0,dup
febrl4a-rec-4337-org,febrl4b-rec-4337-dup-0,1.0,dup
febrl4a-rec-4336-org,febrl4b-rec-4336-dup-0,1.0,dup
febrl4a-rec-4335-org,febrl4b-rec-4335-dup-0,1.0,dup
febrl4a-rec-4334-org,febrl4b-rec-4334-dup-0,1.0,dup
febrl4a-rec-4333-org,febrl4b-rec-4333-dup-0,1.0,dup
febrl4a-rec-4332-org,febrl4b-rec-4332-dup-0,1.0,dup
febrl4a-rec-4331-org,febrl4b-rec-4331-dup-0,1.0,dup
febrl4a-rec-4330-org,febrl4b-rec-4330-dup-0,1.0,dup
febrl4a-rec-433-org,febrl4b-rec-433-dup-0,1.0,dup
febrl4a-rec-4329-org,febrl4b-rec-4329-dup-0,1.0,dup
febrl4a-rec-4328-org,febrl4b-rec-4328-dup-0,1.0,dup
febrl4a-rec-4327-org,febrl4b-rec-4327-dup-0,1.0,dup
febrl4a-rec-4326-org,febrl4b-rec-4326-dup-0,1.0,dup
febrl4a-rec-4325-org,febrl4b-rec-4325-dup-0,1.0,dup
febrl4a-rec-4324-org,febrl4b-rec-4324-dup-0,1.0,dup
febrl4a-rec-4323-org,febrl4b-rec-4323-dup-0,1.0,dup
febrl4a-rec-4322-org,febrl4b-rec-4322-dup-0,1.0,dup
febrl4a-rec-4321-org,febrl4b-rec-4321-dup-0,1.0,dup
febrl4a-rec-4320-org,febrl4b-rec-4320-dup-0,1.0,dup
febrl4a-rec-432-org,febrl4b-rec-432-dup-0,1.0,dup
febrl4a-rec-4319-org,febrl4b-rec-4319-dup-0,1.0,dup
febrl4a-rec-4318-org,febrl4b-rec-4318-dup-0,1.0,dup
febrl4a-rec-4317-org,febrl4b-rec-4317-dup-0,1.0,dup
febrl4a-rec-4315-org,febrl4b-rec-4315-dup-0,1.0,dup
febrl4a-rec-4314-org,febrl4b-rec-4314-dup-0,1.0,dup
febrl4a-rec-4312-org,febrl4b-rec-4312-dup-0,1.0,dup
febrl4a-rec-4311-org,febrl4b-rec-4311-dup-0,1.0,dup
febrl4a-rec-4310-org,febrl4b-rec-4310-dup-0,1.0,dup
febrl4a-rec-431-org,febrl4b-rec-431-dup-0,1.0,dup
febrl4a-rec-4309-org,febrl4b-rec-4309-dup-0,1.0,dup
febrl4a-rec-4308-org,febrl4b-rec-4308-dup-0,1.0,dup
febrl4a-rec-4307-org,febrl4b-rec-4307-dup-0,1.0,dup
febrl4a-rec-4306-org,febrl4b-rec-4306-dup-0,1.0,dup
febrl4a-rec-4305-org,febrl4b-rec-4305-dup-0,1.0,dup
febrl4a-rec-4304-org,febrl4b-rec-4304-dup-0,1.0,dup
febrl4a-rec-4303-org,febrl4b-rec-4303-dup-0,1.0,dup
febrl4a-rec-4302-org,febrl4b-rec-4302-dup-0,1.0,dup
febrl4a-rec-4301-org,febrl4b-rec-4301-dup-0,1.0,dup
febrl4a-rec-4300-org,febrl4b-rec-4300-dup-0,1.0,dup
febrl4a-rec-430-org,febrl4b-rec-430-dup-0,1.0,dup
febrl4a-rec-43-org,febrl4b-rec-43-dup-0,1.0,dup
febrl4a-rec-4299-org,febrl4b-rec-4299-dup-0,1.0,dup
febrl4a-rec-4298-org,febrl4b-rec-4298-dup-0,1.0,dup
febrl4a-rec-4297-org,febrl4b-rec-4297-dup-0,1.0,dup
febrl4a-rec-4296-org,febrl4b-rec-4296-dup-0,1.0,dup
febrl4a-rec-4295-org,febrl4b-rec-4295-dup-0,1.0,dup
febrl4a-rec-4294-org,febrl4b-rec-4294-dup-0,1.0,dup
febrl4a-rec-4293-org,febrl4b-rec-4293-dup-0,1.0,dup
febrl4a-rec-4292-org,febrl4b-rec-4292-dup-0,1.0,dup
febrl4a-rec-4291-org,febrl4b-rec-4291-dup-0,1.0,dup
febrl4a-rec-4290-org,febrl4b-rec-4290-dup-0,1.0,dup
febrl4a-rec-429-org,febrl4b-rec-429-dup-0,1.0,dup
febrl4a-rec-4289-org,febrl4b-rec-4289-dup-0,1.0,dup
febrl4a-rec-4288-org,febrl4b-rec-4288-dup-0,1.0,dup
febrl4a-rec-4287-org,febrl4b-rec-4287-dup-0,1.0,dup
febrl4a-rec-4286-org,febrl4b-rec-4286-dup-0,1.0,dup
febrl4a-rec-4285-org,febrl4b-rec-4285-dup-0,1.0,dup
febrl4a-rec-4284-org,febrl4b-rec-4284-dup-0,1.0,dup
febrl4a-rec-4283-org,febrl4b-rec-4283-dup-0,1.0,dup
febrl4a-rec-4282-org,febrl4b-rec-4282-dup-0,1.0,dup
febrl4a-rec-4281-org,febrl4b-rec-4281-dup-0,1.0,dup
febrl4a-rec-4280-org,febrl4b-rec-4280-dup-0,1.0,dup
febrl4a-rec-428-org,febrl4b-rec-428-dup-0,1.0,dup
febrl4a-rec-4278-org,febrl4b-rec-4278-dup-0,1.0,dup
febrl4a-rec-4277-org,febrl4b-rec-4277-dup-0,1.0,dup
febrl4a-rec-4276-org,febrl4b-rec-4276-dup-0,1.0,dup
febrl4a-rec-4275-org,febrl4b-rec-4275-dup-0,1.0,dup
febrl4a-rec-4274-org,febrl4b-rec-4274-dup-0,1.0,dup
febrl4a-rec-4273-org,febrl4b-rec-4273-dup-0,1.0,dup
febrl4a-rec-4272-org,febrl4b-rec-4272-dup-0,1.0,dup
febrl4a-rec-4271-org,febrl4b-rec-4271-dup-0,1.0,dup
febrl4a-rec-4270-org,febrl4b-rec-4270-dup-0,1.0,dup
febrl4a-rec-427-org,febrl4b-rec-427-dup-0,1.0,dup
febrl4a-rec-4269-org,febrl4b-rec-4269-dup-0,1.0,dup
febrl4a-rec-4268-org,febrl4b-rec-4268-dup-0,1.0,dup
febrl4a-rec-4267-org,febrl4b-rec-4267-dup-0,1.0,dup
febrl4a-rec-4266-org,febrl4b-rec-4266-dup-0,1.0,dup
febrl4a-rec-4265-org,febrl4b-rec-4265-dup-0,1.0,dup
febrl4a-rec-4264-org,febrl4b-rec-4264-dup-0,1.0,dup
febrl4a-rec-4263-org,febrl4b-rec-4263-dup-0,1.0,dup
febrl4a-rec-4262-org,febrl4b-rec-4262-dup-0,1.0,dup
febrl4a-rec-4261-org,febrl4b-rec-4261-dup-0,1.0,dup
febrl4a-rec-4260-org,febrl4b-rec-4260-dup-0,1.0,dup
febrl4a-rec-426-org,febrl4b-rec-426-dup-0,1.0,dup
febrl4a-rec-4259-org,febrl4b-rec-4259-dup-0,1.0,dup
febrl4a-rec-4258-org,febrl4b-rec-4258-dup-0,1.0,dup
febrl4a-rec-4257-org,febrl4b-rec-4257-dup-0,1.0,dup
febrl4a-rec-4256-org,febrl4b-rec-4256-dup-0,1.0,dup
febrl4a-rec-4255-org,febrl4b-rec-4255-dup-0,1.0,dup
febrl4a-rec-4254-org,febrl4b-rec-4254-dup-0,1.0,dup
febrl4a-rec-4253-org,febrl4b-rec-4253-dup-0,1.0,dup
febrl4a-rec-4252-org,febrl4b-rec-4252-dup-0,1.0,dup
febrl4a-rec-4251-org,febrl4b-rec-4251-dup-0,1.0,dup
febrl4a-rec-4250-org,febrl4b-rec-4250-dup-0,1.0,dup
febrl4a-rec-425-org,febrl4b-rec-425-dup-0,1.0,dup
febrl4a-rec-4249-org,febrl4b-rec-4249-dup-0,1.0,dup
febrl4a-rec-4248-org,febrl4b-rec-4248-dup-0,1.0,dup
febrl4a-rec-4247-org,febrl4b-rec-4247-dup-0,1.0,dup
febrl4a-rec-4246-org,febrl4b-rec-4246-dup-0,1.0,dup
febrl4a-rec-4245-org,febrl4b-rec-4245-dup-0,1.0,dup
febrl4a-rec-4244-org,febrl4b-rec-4244-dup-0,1.0,dup
febrl4a-rec-4243-org,febrl4b-rec-4243-dup-0,1.0,dup
febrl4a-rec-4242-org,febrl4b-rec-4242-dup-0,1.0,dup
febrl4a-rec-4241-org,febrl4b-rec-4241-dup-0,1.0,dup
febrl4a-rec-4240-org,febrl4b-rec-4240-dup-0,1.0,dup
febrl4a-rec-424-org,febrl4b-rec-424-dup-0,1.0,dup
febrl4a-rec-4239-org,febrl4b-rec-4239-dup-0,1.0,dup
febrl4a-rec-4238-org,febrl4b-rec-4238-dup-0,1.0,dup
febrl4a-rec-4237-org,febrl4b-rec-4237-dup-0,1.0,dup
febrl4a-rec-4236-org,febrl4b-rec-4236-dup-0,1.0,dup
febrl4a-rec-4235-org,febrl4b-rec-4235-dup-0,1.0,dup
febrl4a-rec-4234-org,febrl4b-rec-4234-dup-0,1.0,dup
febrl4a-rec-4233-org,febrl4b-rec-4233-dup-0,1.0,dup
febrl4a-rec-4232-org,febrl4b-rec-4232-dup-0,1.0,dup
febrl4a-rec-4231-org,febrl4b-rec-4231-dup-0,1.0,dup
febrl4a-rec-4230-org,febrl4b-rec-4230-dup-0,1.0,dup
febrl4a-rec-423-org,febrl4b-rec-423-dup-0,1.0,dup
febrl4a-rec-4229-org,febrl4b-rec-4229-dup-0,1.0,dup
febrl4a-rec-4228-org,febrl4b-rec-4228-dup-0,1.0,dup
febrl4a-rec-4227-org,febrl4b-rec-4227-dup-0,1.0,dup
febrl4a-rec-4226-org,febrl4b-rec-4226-dup-0,1.0,dup
febrl4a-rec-4225-org,febrl4b-rec-4225-dup-0,1.0,dup
febrl4a-rec-4224-org,febrl4b-rec-4224-dup-0,1.0,dup
febrl4a-rec-4223-org,febrl4b-rec-4223-dup-0,1.0,dup
febrl4a-rec-4222-org,febrl4b-rec-4222-dup-0,1.0,dup
febrl4a-rec-4221-org,febrl4b-rec-4221-dup-0,1.0,dup
febrl4a-rec-4220-org,febrl4b-rec-4220-dup-0,1.0,dup
febrl4a-rec-422-org,febrl4b-rec-422-dup-0,1.0,dup
febrl4a-rec-4219-org,febrl4b-rec-4219-dup-0,1.0,dup
febrl4a-rec-4218-org,febrl4b-rec-4218-dup-0,1.0,dup
febrl4a-rec-4217-org,febrl4b-rec-4217-dup-0,1.0,dup
febrl4a-rec-4216-org,febrl4b-rec-4216-dup-0,1.0,dup
febrl4a-rec-4215-org,febrl4b-rec-4215-dup-0,1.0,dup
febrl4a-rec-4214-org,febrl4b-rec-4214-dup-0,1.0,dup
febrl4a-rec-4213-org,febrl4b-rec-4213-dup-0,1.0,dup
febrl4a-rec-4212-org,febrl4b-rec-4212-dup-0,1.0,dup
febrl4a-rec-4211-org,febrl4b-rec-4211-dup-0,1.0,dup
febrl4a-rec-421-org,febrl4b-rec-421-dup-0,1.0,dup
febrl4a-rec-4209-org,febrl4b-rec-4209-dup-0,1.0,dup
febrl4a-rec-4208-org,febrl4b-rec-4208-dup-0,1.0,dup
febrl4a-rec-4207-org,febrl4b-rec-4207-dup-0,1.0,dup
febrl4a-rec-4206-org,febrl4b-rec-4206-dup-0,1.0,dup
febrl4a-rec-4205-org,febrl4b-rec-4205-dup-0,1.0,dup
febrl4a-rec-4204-org,febrl4b-rec-4204-dup-0,1.0,dup
febrl4a-rec-4203-org,febrl4b-rec-4203-dup-0,1.0,dup
febrl4a-rec-4202-org,febrl4b-rec-4202-dup-0,1.0,dup
febrl4a-rec-4201-org,febrl4b-rec-4201-dup-0,1.0,dup
febrl4a-rec-4200-org,febrl4b-rec-4200-dup-0,1.0,dup
febrl4a-rec-420-org,febrl4b-rec-420-dup-0,1.0,dup
febrl4a-rec-42-org,febrl4b-rec-42-dup-0,1.0,dup
febrl4a-rec-4199-org,febrl4b-rec-4199-dup-0,1.0,dup
febrl4a-rec-4198-org,febrl4b-rec-4198-dup-0,1.0,dup
febrl4a-rec-4197-org,febrl4b-rec-4197-dup-0,1.0,dup
febrl4a-rec-4196-org,febrl4b-rec-4196-dup-0,1.0,dup
febrl4a-rec-4195-org,febrl4b-rec-4195-dup-0,1.0,dup
febrl4a-rec-4194-org,febrl4b-rec-4194-dup-0,1.0,dup
febrl4a-rec-4192-org,febrl4b-rec-4192-dup-0,1.0,dup
febrl4a-rec-4191-org,febrl4b-rec-4191-dup-0,1.0,dup
febrl4a-rec-4190-org,febrl4b-rec-4190-dup-0,1.0,dup
febrl4a-rec-419-org,febrl4b-rec-419-dup-0,1.0,dup
febrl4a-rec-4189-org,febrl4b-rec-4189-dup-0,1.0,dup
febrl4a-rec-4188-org,febrl4b-rec-4188-dup-0,1.0,dup
febrl4a-rec-4187-org,febrl4b-rec-4187-dup-0,1.0,dup
febrl4a-rec-4186-org,febrl4b-rec-4186-dup-0,1.0,dup
febrl4a-rec-4185-org,febrl4b-rec-4185-dup-0,1.0,dup
febrl4a-rec-4184-org,febrl4b-rec-4184-dup-0,1.0,dup
febrl4a-rec-4183-org,febrl4b-rec-4183-dup-0,1.0,dup
febrl4a-rec-4182-org,febrl4b-rec-4182-dup-0,1.0,dup
febrl4a-rec-4181-org,febrl4b-rec-4181-dup-0,1.0,dup
febrl4a-rec-4180-org,febrl4b-rec-4180-dup-0,1.0,dup
febrl4a-rec-418-org,febrl4b-rec-418-dup-0,1.0,dup
febrl4a-rec-4179-org,febrl4b-rec-4179-dup-0,1.0,dup
febrl4a-rec-4178-org,febrl4b-rec-4178-dup-0,1.0,dup
febrl4a-rec-4176-org,febrl4b-rec-4176-dup-0,1.0,dup
febrl4a-rec-4175-org,febrl4b-rec-4175-dup-0,1.0,dup
febrl4a-rec-4174-org,febrl4b-rec-4174-dup-0,1.0,dup
febrl4a-rec-4173-org,febrl4b-rec-4173-dup-0,1.0,dup
febrl4a-rec-4172-org,febrl4b-rec-4172-dup-0,1.0,dup
febrl4a-rec-4171-org,febrl4b-rec-4171-dup-0,1.0,dup
febrl4a-rec-4170-org,febrl4b-rec-4170-dup-0,1.0,dup
febrl4a-rec-417-org,febrl4b-rec-417-dup-0,1.0,dup
febrl4a-rec-4169-org,febrl4b-rec-4169-dup-0,1.0,dup
febrl4a-rec-4168-org,febrl4b-rec-4168-dup-0,1.0,dup
febrl4a-rec-4166-org,febrl4b-rec-4166-dup-0,1.0,dup
febrl4a-rec-4165-org,febrl4b-rec-4165-dup-0,1.0,dup
febrl4a-rec-4164-org,febrl4b-rec-4164-dup-0,1.0,dup
febrl4a-rec-4163-org,febrl4b-rec-4163-dup-0,1.0,dup
febrl4a-rec-4162-org,febrl4b-rec-4162-dup-0,1.0,dup
febrl4a-rec-4161-org,febrl4b-rec-4161-dup-0,1.0,dup
febrl4a-rec-4160-org,febrl4b-rec-4160-dup-0,1.0,dup
febrl4a-rec-416-org,febrl4b-rec-416-dup-0,1.0,dup
febrl4a-rec-4159-org,febrl4b-rec-4159-dup-0,1.0,dup
febrl4a-rec-4158-org,febrl4b-rec-4158-dup-0,1.0,dup
febrl4a-rec-4157-org,febrl4b-rec-4157-dup-0,1.0,dup
febrl4a-rec-4156-org,febrl4b-rec-4156-dup-0,1.0,dup
febrl4a-rec-4155-org,febrl4b-rec-4155-dup-0,1.0,dup
febrl4a-rec-4154-org,febrl4b-rec-4154-dup-0,1.0,dup
febrl4a-rec-4153-org,febrl4b-rec-4153-dup-0,1.0,dup
febrl4a-rec-4152-org,febrl4b-rec-4152-dup-0,1.0,dup
febrl4a-rec-4151-org,febrl4b-rec-4151-dup-0,1.0,dup
febrl4a-rec-415-org,febrl4b-rec-415-dup-0,1.0,dup
febrl4a-rec-4149-org,febrl4b-rec-4149-dup-0,1.0,dup
febrl4a-rec-4148-org,febrl4b-rec-4148-dup-0,1.0,dup
febrl4a-rec-4147-org,febrl4b-rec-4147-dup-0,1.0,dup
febrl4a-rec-4146-org,febrl4b-rec-4146-dup-0,1.0,dup
febrl4a-rec-4145-org,febrl4b-rec-4145-dup-0,1.0,dup
febrl4a-rec-4144-org,febrl4b-rec-4144-dup-0,1.0,dup
febrl4a-rec-4143-org,febrl4b-rec-4143-dup-0,1.0,dup
febrl4a-rec-4142-org,febrl4b-rec-4142-dup-0,1.0,dup
febrl4a-rec-4141-org,febrl4b-rec-4141-dup-0,1.0,dup
febrl4a-rec-4140-org,febrl4b-rec-4140-dup-0,1.0,dup
febrl4a-rec-414-org,febrl4b-rec-414-dup-0,1.0,dup
febrl4a-rec-4139-org,febrl4b-rec-4139-dup-0,1.0,dup
febrl4a-rec-4138-org,febrl4b-rec-4138-dup-0,1.0,dup
febrl4a-rec-4137-org,febrl4b-rec-4137-dup-0,1.0,dup
febrl4a-rec-4136-org,febrl4b-rec-4136-dup-0,1.0,dup
febrl4a-rec-4135-org,febrl4b-rec-4135-dup-0,1.0,dup
febrl4a-rec-4134-org,febrl4b-rec-4134-dup-0,1.0,dup
febrl4a-rec-4133-org,febrl4b-rec-4133-dup-0,1.0,dup
febrl4a-rec-4132-org,febrl4b-rec-4132-dup-0,1.0,dup
febrl4a-rec-4131-org,febrl4b-rec-4131-dup-0,1.0,dup
febrl4a-rec-4130-org,febrl4b-rec-4130-dup-0,1.0,dup
febrl4a-rec-413-org,febrl4b-rec-413-dup-0,1.0,dup
febrl4a-rec-4129-org,febrl4b-rec-4129-dup-0,1.0,dup
febrl4a-rec-4128-org,febrl4b-rec-4128-dup-0,1.0,dup
febrl4a-rec-4127-org,febrl4b-rec-4127-dup-0,1.0,dup
febrl4a-rec-4126-org,febrl4b-rec-4126-dup-0,1.0,dup
febrl4a-rec-4125-org,febrl4b-rec-4125-dup-0,1.0,dup
febrl4a-rec-4124-org,febrl4b-rec-4124-dup-0,1.0,dup
febrl4a-rec-4123-org,febrl4b-rec-4123-dup-0,1.0,dup
febrl4a-rec-4121-org,febrl4b-rec-4121-dup-0,1.0,dup
febrl4a-rec-4120-org,febrl4b-rec-4120-dup-0,1.0,dup
febrl4a-rec-412-org,febrl4b-rec-412-dup-0,1.0,dup
febrl4a-rec-4119-org,febrl4b-rec-4119-dup-0,1.0,dup
febrl4a-rec-4118-org,febrl4b-rec-4118-dup-0,1.0,dup
febrl4a-rec-4117-org,febrl4b-rec-4117-dup-0,1.0,dup
febrl4a-rec-4116-org,febrl4b-rec-4116-dup-0,1.0,dup
febrl4a-rec-4115-org,febrl4b-rec-4115-dup-0,1.0,dup
febrl4a-rec-4114-org,febrl4b-rec-4114-dup-0,1.0,dup
febrl4a-rec-4113-org,febrl4b-rec-4113-dup-0,1.0,dup
febrl4a-rec-4112-org,febrl4b-rec-4112-dup-0,1.0,dup
febrl4a-rec-4111-org,febrl4b-rec-4111-dup-0,1.0,dup
febrl4a-rec-4110-org,febrl4b-rec-4110-dup-0,1.0,dup
febrl4a-rec-411-org,febrl4b-rec-411-dup-0,1.0,dup
febrl4a-rec-4109-org,febrl4b-rec-4109-dup-0,1.0,dup
febrl4a-rec-4108-org,febrl4b-rec-4108-dup-0,1.0,dup
febrl4a-rec-4107-org,febrl4b-rec-4107-dup-0,1.0,dup
febrl4a-rec-4106-org,febrl4b-rec-4106-dup-0,1.0,dup
febrl4a-rec-4105-org,febrl4b-rec-4105-dup-0,1.0,dup
febrl4a-rec-4104-org,febrl4b-rec-4104-dup-0,1.0,dup
febrl4a-rec-4103-org,febrl4b-rec-4103-dup-0,1.0,dup
febrl4a-rec-4102-org,febrl4b-rec-4102-dup-0,1.0,dup
febrl4a-rec-4101-org,febrl4b-rec-4101-dup-0,1.0,dup
febrl4a-rec-4100-org,febrl4b-rec-4100-dup-0,1.0,dup
febrl4a-rec-410-org,febrl4b-rec-410-dup-0,1.0,dup
febrl4a-rec-41-org,febrl4b-rec-41-dup-0,1.0,dup
febrl4a-rec-4099-org,febrl4b-rec-4099-dup-0,1.0,dup
febrl4a-rec-4098-org,febrl4b-rec-4098-dup-0,1.0,dup
febrl4a-rec-4097-org,febrl4b-rec-4097-dup-0,1.0,dup
febrl4a-rec-4096-org,febrl4b-rec-4096-dup-0,1.0,dup
febrl4a-rec-4095-org,febrl4b-rec-4095-dup-0,1.0,dup
febrl4a-rec-4094-org,febrl4b-rec-4094-dup-0,1.0,dup
febrl4a-rec-4093-org,febrl4b-rec-4093-dup-0,1.0,dup
febrl4a-rec-4092-org,febrl4b-rec-4092-dup-0,1.0,dup
febrl4a-rec-4091-org,febrl4b-rec-4091-dup-0,1.0,dup
febrl4a-rec-4090-org,febrl4b-rec-4090-dup-0,1.0,dup
febrl4a-rec-4089-org,febrl4b-rec-4089-dup-0,1.0,dup
febrl4a-rec-4088-org,febrl4b-rec-4088-dup-0,1.0,dup
